ISBN,TITLE,AUTHORS,GENRES,SUMMARY,LANGUAGE,COUNTRY,NUM_PAGES,COVER,PUBLISHER,PUBLICATION_DATE
9780330523332,Total Control,David Baldacci,"Fiction , Thrillers , Suspense","Total Control is a breathtaking thrill-ride on a roller-coaster of non-stop action and suspense from David Baldacci, one of the world's favourite storytellers.Jason Archer is a rising young executive at Triton Global, the world's leading technology conglomerate. Determined to give his family the best of everything, he has secretly entered into a deadly game of cat and mouse. He is about to disappear, leaving behind a wife who must sort out his lies from his truths; an air-crash investigation team that wants to know why the plane he was booked on suddenly fell from the sky; and a veteran FBI agent who leaves no stone unturned.Soon the startling truth behind Jason Archer's disappearance explodes into a sinister plot involving the murder of the country's single most powerful individual. And Archer's wife, Sidney, is plunged straight into the violence, now faced with trail of dead bodies and shocking, exposed secrets.",English,Australia,624,http://openlibrary.org/isbn/9781101636459-S.jpg,Pan Macmillan,2011-11-04
9781250237248,Permanent Record,Edward Snowden,none,"NEW YORK TIMES BESTSELLER

Edward Snowden, the man who risked everything to expose the US government’s system of mass surveillance, reveals for the first time the story of his life, including how he helped to build that system and what motivated him to try to bring it down.

In 2013, twenty-nine-year-old Edward Snowden shocked the world when he broke with the American intelligence establishment and revealed that the United States government was secretly pursuing the means to collect every single phone call, text message, and email. The result would be an unprecedented system of mass surveillance with the ability to pry into the private lives of every person on earth. Six years later, Snowden reveals for the very first time how he helped to build this system and why he was moved to expose it.Spanning the bucolic Beltway suburbs of his childhood and the clandestine CIA and NSA postings of his adulthood, Permanent Record is the extraordinary account of a bright young man who grew up online—a man who became a spy, a whistleblower, and, in exile, the Internet’s conscience. Written with wit, grace, passion, and an unflinching candor, Permanent Record is a crucial memoir of our digital age and destined to be a classic.",English,USA,352,http://openlibrary.org/isbn/9781101636459-S.jpg,Metropolitan Books,2019-09-17
9780062336583,Little Girl Lost: A Lucy Black Thriller,Brian McGilloway,none,"This New York Times bestseller is perfect for fans of Tana French and Dennis Lehane.Midwinter. A child is found wandering through the snowy woods, her hands covered in someone else's blood. And she cannot—or will not—speak, not even to share her name.Who is this little girl lost? The only adult she seems to trust is the young officer who found her, Detective Lucy Black. Before long, Lucy manages to connect her case to that of a missing teenager, the kidnapped daughter of a local real estate tycoon. As the investigation twists and turns, Lucy is forced to question not only a range of dangerous suspects, but also everything she thought she knew about her own past.",English,USA,336,http://openlibrary.org/isbn/9781101636459-S.jpg,Harper Collins,2014-02-18
9781471167690,Kiss the Girls and Make Them Cry,Mary Higgins Clark,none,"AN ELECTRIFYING NEW THRILLER FROM 'QUEEN OF SUSPENSE' MARY HIGGINS CLARK . . .

 When investigative journalist Gina Kane receives an email from a 'CRyan' describing her 'terrible experience' while working at REL, a high-profile television news network, including the comment 'and I’m not the only one,' Gina knows she has to pursue the story. But when Ryan goes silent, Gina is shocked to discover the young woman has died tragically in a Jet Ski accident while on holiday.

 Meanwhile, REL counsel Michael Carter finds himself in a tricky spot. Several female employees have come forward with allegations of sexual misconduct. Carter approaches the CEO, offering to persuade the victims to accept settlements in exchange for their silence. It’s a risky endeavor, but it could well make him rich.

 As more allegations emerge and the company’s IPO draws near, Carter’s attempts to keep the story from making headlines are matched only by Gina Kane’s determination to uncover the truth. Was Ryan’s death truly an accident? And when another accuser turns up dead, Gina realizes someone—or some people—will go to depraved lengths to keep the story from seeing the light.

 The novels of Mary Higgins Clark are perfect for fans of Sabine Durant, Shari Lapena and everyone who loves a good mystery...

*** Praise for Mary Higgins Clark  ***

 'I adore Mary Higgins Clark' Karin Slaughter 

 'Trust Mary Higgins Clark to know what frightens us to death' New York Times 

 'Clark plays out her story like the pro that she is . . . flawless' Daily Mirror

 'Should come with a warning: start in the evening and you'll be reading late into the night' USA Today",English,USA,400,http://openlibrary.org/isbn/9781101636459-S.jpg,Simon and Schuster,2019-11-14
9780743274333,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial",Tony Robbins,"Self-Help , Personal Growth , Success","Wake up and take control of your life! From the bestselling author of Inner Strength, Unlimited Power, and MONEY Master the Game, Anthony Robbins, the nation's leader in the science of peak performance, shows you his most effective strategies and techniques for mastering your emotions, your body, your relationships, your finances, and your life.

The acknowledged expert in the psychology of change, Anthony Robbins provides a step-by-step program teaching the fundamental lessons of self-mastery that will enable you to discover your true purpose, take control of your life, and harness the forces that shape your destiny.",English,USA,544,http://openlibrary.org/isbn/9781101636459-S.jpg,Simon and Schuster,2007-11-01
9781429959810,The Eye of the World: Book One of 'The Wheel of Time',Robert Jordan,none,"The Wheel of Time ® is a PBS Great American Read Selection! Now in development for TV! Since its debut in 1990, The Wheel of Time® by Robert Jordan has captivated millions of readers around the globe with its scope, originality, and compelling characters.The Wheel of Time turns and Ages come and go, leaving memories that become legend. Legend fades to myth, and even myth is long forgotten when the Age that gave it birth returns again. In the Third Age, an Age of Prophecy, the World and Time themselves hang in the balance. What was, what will be, and what is, may yet fall under the Shadow.When The Two Rivers is attacked by Trollocs—a savage tribe of half-men, half-beasts— five villagers flee that night into a world they barely imagined, with new dangers waiting in the shadows and in the light.TV series update: ""Sony will produce along with Red Eagle Entertainment and Radar Pictures. Rafe Judkins is attached to write and executive produce. Judkins previously worked on shows such as ABC’s “Agents of SHIELD,” the Netflix series “Hemlock Grove,” and the NBC series “Chuck.” Red Eagle partners Rick Selvage and Larry Mondragon will executive produce along with Radar’s Ted Field and Mike Weber. Darren Lemke will also executive produce, with Jordan’s widow Harriet McDougal serving as consulting producer."" —VarietyThe Wheel of Time®
New Spring: The Novel
#1 The Eye of the World
#2 The Great Hunt
#3 The Dragon Reborn
#4 The Shadow Rising
#5 The Fires of Heaven
#6 Lord of Chaos
#7 A Crown of Swords
#8 The Path of Daggers
#9 Winter's Heart
#10 Crossroads of Twilight
#11 Knife of DreamsBy Robert Jordan and Brandon Sanderson
#12 The Gathering Storm
#13 Towers of Midnight
#14 A Memory of LightBy Robert Jordan and Teresa Patterson
The World of Robert Jordan's The Wheel of TimeBy Robert Jordan, Harriet McDougal, Alan Romanczuk, and Maria Simons
The Wheel of Time CompanionBy Robert Jordan and Amy Romanczuk
Patterns of the Wheel: Coloring Art Based on Robert Jordan's The Wheel of TimeAt the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",English,USA,688,http://openlibrary.org/isbn/9781101636459-S.jpg,Tor Books,2000-09-15
9781605099408,"Goals!: How to Get Everything You Want -- Faster Than You Ever Thought Possible, Edition 2",Brian Tracy,"Self-Help , Personal Growth , Success","Why do some people achieve all their goals while others simply dream of having a better life? With over 640,000 copies sold of this classic book on how to set and achieve goals comes the newest edition by bestselling author and motivational speaker Brian Tracy.
 
The path from frustration to fulfillment has already been discovered. Hundreds of thousands—even millions—of people started with nothing and achieved great success. In this book, Tracy presents a simple, powerful, and effective system for setting and achieving goals—a method that has been used by more than one million people to achieve extraordinary things.
 
Using the twenty-one strategies Tracy outlines, you'll be able to accomplish any goal you set for yourself—no matter how big. You'll discover how to determine your own strengths, what you truly value in life, and what you really want to accomplish in the years ahead. Tracy shows how to build your self-esteem and self-confidence, approach every problem or obstacle effectively, overcome difficulties, respond to challenges, and continue forward toward your goals, no matter what happens. Most importantly, you'll learn a system for achievement that you will use for the rest of your life.",English,USA,288,http://openlibrary.org/isbn/9781101636459-S.jpg,Berrett-Koehler Publishers,2010-08-09
9783743895003,15 Delicious Slow Cooker Recipes,Sallie Stone,"Cooking , General","This cookbook contains 15 delicious slow cooker recipes like Sweet and Sour Pork, Beef Stew, Turkey Chili, Seafood Delis and Swiss Steak.   Recipe from the cookbook:   SLOW COOKER TURKEY CHILI  Prep/cooking time: 8 hours 10 minutes Serving yield: 8 to 10  INGREDIENTS 1. Two tablespoons of vegetable oil. 2. Three tablespoons of tomato paste. 3. Three tablespoons of chili powder. 4. One tablespoon of ground cumin. 5. A half teaspoon of cayenne pepper. 6. 3/4 pound of ground turkey. 7. An adequate amount of kosher salt as a seasoning for taste. 8. One (twenty-eight ounces) can of fire-roasted diced tomatoes. 9. Two and a half cups of low-sodium chicken broth and additional for thinning the chili. 10. A quarter cup of unsweetened cocoa powder. 11. Two tablespoons of red wine vinegar. 12. One tablespoon of dried oregano. 13. Two (fifteen ounces) cans of strained and rinsed pinto beans. 14. One medium and chopped onion. 15. Two cups of crushed corn tortilla chips and a whole tortilla for serving. 16. Three chopped cloves of garlic. 17. An adequate amount of sliced scallions, shredded Cheddar, sour cream and chopped pickled jalapeno for serving.  INSTRUCTIONS 1. Place a large non-stick skillet over medium heat and add in the oil. Once the oil is hot, add in the tomato paste, chili powder, cumin, and cayenne then cook for about two minutes with a regular stir until the oil becomes brick-red in color and the mixture becomes dry. Next, add in the ground turkey and one teaspoon of salt to taste and cook for a few minutes while breaking up the turkey into smaller pieces. Don't forget to stir until the mixture is fully combined then place into a slow cooker. 2. Next, using the same skillet over medium-high heat, add in other ingredients like the tomatoes, chicken broth, cocoa powder, vinegar, oregano and one teaspoon of salt to taste and simmer for about two minutes while whisking. Add in the tomato mixture, beans, onions, crushed tortilla chips, and garlic into the slow cooker, stir and cook for about six to eight hours on a low setting with its lid covered. 3. Add the rest of the chicken broth to the chili to thin it if desired, add salt to taste then serve the turkey chill with scallions, Cheddar, sour cream, pickled jalapeno, and tortilla chips. Enjoy.  NUTRITIONAL CONTENTS Calories 278.7, Total Fat 8.6 g, Cholesterol 66.6 mg, Sodium 853.9 mg, Potassium 527.9 mg, Total Carbohydrate 28.0 g, Dietary Fiber 9.6 g, Sugars 5.6 g, and Protein 26.0 g.",English,Germany,18,http://openlibrary.org/isbn/9781101636459-S.jpg,BookRix,2019-10-28
"Flowing text, Google-generated PDF",Moby Dick. Illustrated edition,Melville Herman,"Fiction , Action & Adventure","The story of the novel created by the famous American writer Herman Melville, ‘Moby-Dick’, is largely based on a real case that happened to an American whaler. The narrative is conducted on behalf of the sailor Ishmael. Behind the giant white whale, nicknamed Moby Dick, is a desperate hunt. Who will win this battle: people or the lord of the ocean? Pretty illustrations by Vladislav Trotsenko provide you with new impressions from reading this legendary story.",English,Russia,771,http://openlibrary.org/isbn/9781101636459-S.jpg,Strelbytskyy Multimedia Publishing,2018-02-28
9781418530297,Selling 101: What Every Successful Sales Professional Needs to Know,Zig Ziglar,none,"Here in a short, compact and concise format is the basics of how to persuade more people more effectively, more ethically, and more often. Ziglar draws from his fundamental selling experiences and shows that while the fundamentals of selling may remain constant, sales people must continue learning, living, and looking: learning from the past without living there; living in the present by seizing each vital moment of every single day; and looking to the future with hope, optimism, and education. His tips will not only keep your clients happy and add to your income, but will also teach you ideas and principles that will, most importantly, add to the quality of your life. Content drawn from Ziglar on Selling.",English,USA,112,http://openlibrary.org/isbn/9781101636459-S.jpg,HarperCollins Leadership,2003-04-01
9781534427358,Legacy,Shannon Messenger,none,"Illusions shatter—and Sophie and her friends face impossible choices—in this astonishing eighth book in the New York Times and USA TODAY bestselling Keeper of the Lost Cities series. 

Sophie Foster wants answers. But after a lifetime of lies, sometimes the truth is the most dangerous discovery. Even the smallest secret comes with terrifying new responsibilities. 
 
And Sophie’s not the only one with blank spots in her past, or mysteries surrounding her family. She and her friends are part of something much bigger than they imagined—and their roles have already been chosen for them.
 
Every clue drags them deeper into the conspiracy. Every memory forces them to question everything—especially one another. And the harder they fight, the more the lines blur between friend and enemy.",English,USA,816,http://openlibrary.org/isbn/9781101636459-S.jpg,Simon and Schuster,2019-11-05
9781632918031,"Rogue, Prisoner, Princess (Of Crowns and Glory—Book 2)",Morgan Rice,none,"“Morgan Rice has come up with what promises to be another brilliant series, immersing us in a fantasy of valor, honor, courage, magic and faith in your destiny. Morgan has managed again to produce a strong set of characters that make us cheer for them on every page.…Recommended for the permanent library of all readers that love a well-written fantasy.”
--Books and Movie Reviews, Roberto Mattos (regarding Rise of the Dragons) ROGUE, PRISONER, PRINCESS is book #2 in Morgan Rice’s bestselling epic fantasy series OF CROWNS AND GLORY, which begins with SLAVE, WARRIOR, QUEEN (Book #1). 17 year old Ceres, a beautiful, poor girl from the Empire city of Delos, finds herself forced, by royal decree, to fight in the Stade, the brutal arena where warriors from all corners of the world come to kill each other. Pitted against ferocious opponents, her chances of survival are slim. Her only chance lies in drawing on her innermost powers, and making the transition, once and for all, from slave to warrior. 18 year old Prince Thanos wakes on the isle of Haylon to discover he has been stabbed in the back by his own people, left for dead on the blood-soaked beach. Captured by the rebels, he must crawl his way back to life, find who tried to assassinate him, and seek his revenge. Ceres and Thanos, a world apart, have not lost their love for each other; yet the Empire court teems with lies, betrayal and duplicity, and as jealous royals weave intricate lies, they each, in a tragic misunderstanding, are led to believe the other is dead. The choices they make will determine each other’s fate. Will Ceres survive the Stade and become the warrior she was meant to be? Will Thanos heal and discover the secret being withheld from him? Will the two of them, forced apart, find each other again? ROGUE, PRISONER, PRINCESS tells an epic tale of tragic love, vengeance, betrayal, ambition, and destiny. Filled with unforgettable characters and heart-pounding action, it transports us into a world we will never forget, and makes us fall in love with fantasy all over again. “An action packed fantasy sure to please fans of Morgan Rice’s previous novels, along with fans of works such as The Inheritance Cycle by Christopher Paolini…. Fans of Young Adult Fiction will devour this latest work by Rice and beg for more.”
--The Wanderer, A Literary Journal (regarding Rise of the Dragons) Book #3 in OF CROWNS AND GLORY will be released soon!",English,USA,250,http://openlibrary.org/isbn/9781101636459-S.jpg,Morgan Rice,2016-08-03
9781401945534,Letting Go,"David R. Hawkins, M.D./Ph.D.",none,"Letting Go describes a simple and effective means by which to let go of the obstacles to Enlightenment and become free of negativity. 

During the many decades of the author’s clinical psychiatric practice, the primary aim was to seek the most effective ways to relieve human suffering in all of its many forms.The inner mechanism of surrender was found to be of great practical benefit and is described in this book. Dr Hawkins’s previous books focused on advanced states of awareness and Enlightenment. Over the years, thousands of students had asked for a practical technique by which to remove the inner blocks to happiness, love, joy, success, health and, ultimately, Enlightenment. This book provides a mechanism for letting go of those blocks. The mechanism of surrender that Dr Hawkins describes can be done in the midst of everyday life. The book is equally useful for all dimensions of human life: physical health, creativity, financial success, emotional healing, vocational fulfillment, relationships, sexuality and spiritual growth.It is an invaluable resource for all professionals who work in the areas of mental health, psychology, medicine, self-help, addiction recovery and spiritual development.",English,USA,176,http://openlibrary.org/isbn/9781101636459-S.jpg,"Hay House, Inc",2013-08-01
9781526012487,10 Ways to be annoying,James Fries,none,"Nobody invites you to parties?Do you feel like a seesaw? Cause when you sit down, everybody gets up and leaves.Do you feel like people do not want to be around you?Read this short book and understand why your friends avoid you.",English,Brazil,17,http://openlibrary.org/isbn/9781101636459-S.jpg,EDITORA BIBLIOMUNDI SERVIÇOS DIGITAIS LTDA,2019-11-21
9780330524759,Shall We Tell the President?,Jeffrey Archer,"Fiction , General","Shall We Tell the President is an enthralling, fast-paced thriller from the bestselling author of Kane and Abel, Jeffrey Archer.6 days, 13 hours and 37 minutes to go . . . At the end of The Prodigal Daughter, Florentyna Kane is elected President – the first woman President of the United States. At 7.30 one evening the FBI learn of a plot to kill her – the 1572nd such threat of the year. At 8.30 five people know all the details. By 9.30 four of them are dead. FBI agent Mark Andrews alone knows when. He also knows that a senator is involved. He has six days to learn where – and how. Six days to prevent certain death of the President.",English,Australia,200,http://openlibrary.org/isbn/9781101636459-S.jpg,Pan Macmillan,2011-04-01
9781429960571,A Crown of Swords: Book Seven of 'The Wheel of Time',Robert Jordan,none,"The Wheel of Time ® is a PBS Great American Read Selection! Now in development for TV! Since its debut in 1990, The Wheel of Time® by Robert Jordan has captivated millions of readers around the globe with its scope, originality, and compelling characters.The Wheel of Time turns and Ages come and go, leaving memories that become legend. Legend fades to myth, and even myth is long forgotten when the Age that gave it birth returns again. In the Third Age, an Age of Prophecy, the World and Time themselves hang in the balance. What was, what will be, and what is, may yet fall under the Shadow.Elayne, Aviendha, and Mat come ever closer to the bowl ter'angreal that may reverse the world's endless heat wave and restore natural weather. Egwene begins to gather all manner of women who can channel--Sea Folk, Windfinders, Wise Ones, and some surprising others. And above all, Rand faces the dread Forsaken Sammael, in the shadows of Shadar Logoth, where the blood-hungry mist, Mashadar, waits for prey.TV series update: ""Sony will produce along with Red Eagle Entertainment and Radar Pictures. Rafe Judkins is attached to write and executive produce. Judkins previously worked on shows such as ABC’s “Agents of SHIELD,” the Netflix series “Hemlock Grove,” and the NBC series “Chuck.” Red Eagle partners Rick Selvage and Larry Mondragon will executive produce along with Radar’s Ted Field and Mike Weber. Darren Lemke will also executive produce, with Jordan’s widow Harriet McDougal serving as consulting producer."" —VarietyThe Wheel of Time®
New Spring: The Novel
#1 The Eye of the World
#2 The Great Hunt
#3 The Dragon Reborn
#4 The Shadow Rising
#5 The Fires of Heaven
#6 Lord of Chaos
#7 A Crown of Swords
#8 The Path of Daggers
#9 Winter's Heart
#10 Crossroads of Twilight
#11 Knife of DreamsBy Robert Jordan and Brandon Sanderson
#12 The Gathering Storm
#13 Towers of Midnight
#14 A Memory of LightBy Robert Jordan and Teresa Patterson
The World of Robert Jordan's The Wheel of TimeBy Robert Jordan, Harriet McDougal, Alan Romanczuk, and Maria Simons
The Wheel of Time CompanionBy Robert Jordan and Amy Romanczuk
Patterns of the Wheel: Coloring Art Based on Robert Jordan's The Wheel of TimeAt the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",English,Australia,688,http://openlibrary.org/isbn/9781101636459-S.jpg,Macmillan,2010-04-20
9780385544191,The Guardians: A Novel,John Grisham,"Fiction , Thrillers , Crime","In this instant #1 New York Times bestseller, John Grisham delivers a classic legal thriller—with a twist.

“Terrific…affecting…Grisham has done it again.”—Maureen Corrigan, The Washington Post
 
“A suspenseful thriller mixed with powerful themes.”—Associated Press


In the small Florida town of Seabrook, a young lawyer named Keith Russo was shot dead at his desk as he worked late one night. The killer left no clues. There were no witnesses, no one with a motive. But the police soon came to suspect Quincy Miller, a young black man who was once a client of Russo’s. 

 Quincy was tried, convicted, and sent to prison for life. For twenty-two years he languished in prison, maintaining his innocence.  But no one was listening.  He had no lawyer, no advocate on the outside. In desperation, he writes a letter to Guardian Ministries, a small nonprofit run by Cullen Post, a lawyer who is also an Episcopal minister.

 Guardian accepts only a few innocence cases at a time.  Cullen Post travels the country fighting wrongful convictions and taking on clients forgotten by the system. With Quincy Miller, though, he gets far more than he bargained for. Powerful, ruthless people murdered Keith Russo, and they do not want Quincy Miller exonerated.

 They killed one lawyer twenty-two years ago, and they will kill another without a second thought.",English,Australia,384,http://openlibrary.org/isbn/9781101636459-S.jpg,Doubleday,2019-10-15
9780525541820,Final Option,Clive Cussler,"Fiction , Thrillers , Suspense","In Final Option, Juan Cabrillo fights the worst enemy from his past to the terrifying and unexpected ending created by the Grand Master of Adventure, Clive Cussler, in the latest action-packed thriller in his #1 New York Times-bestselling series.

When the CIA realizes the identities of three American spies in Brazil have been compromised, they turn to Juan Cabrillo and the crew of the Oregon to rescue the agents. What seems a routine operation turns out to be a trap designed by Juan Cabrillo's greatest enemy, a man driven by hate to seek the ultimate revenge. At the heart of the plot is a state-of-the-art ship that is identical to the Oregon: same weaponry, same technology, same ability to evade capture. The only thing it doesn't have is Cabrillo and his talented crew. But will they be enough to go up against the one ship that rivals their own? 

The crew of the Oregon must piece together a series of disturbing events, including the mysterious sinking of a nuclear attack submarine and the possible discovery of a WWII-era weapon that was thought to be lost in the jungles of Brazil, in the ultimate game of cat and mouse.",English,USA,400,http://openlibrary.org/isbn/9781101636459-S.jpg,Penguin,2019-11-05
9780804179607,Rogues,George R. R. Martin,none,"NEW YORK TIMES BESTSELLER

A thrilling collection of twenty-one original stories by an all-star list of contributors—including a new A Game of Thrones story by George R. R. Martin!
  
If you’re a fan of fiction that is more than just black and white, this latest story collection from #1 New York Times bestselling author George R. R. Martin and award-winning editor Gardner Dozois is filled with subtle shades of gray. Twenty-one all-original stories, by an all-star list of contributors, will delight and astonish you in equal measure with their cunning twists and dazzling reversals. And George R. R. Martin himself offers a brand-new A Game of Thrones tale chronicling one of the biggest rogues in the entire history of Ice and Fire.
  
 Follow along with the likes of Gillian Flynn, Joe Abercrombie, Neil Gaiman, Patrick Rothfuss, Scott Lynch, Cherie Priest, Garth Nix, and Connie Willis, as well as other masters of literary sleight-of-hand, in this rogues gallery of stories that will plunder your heart—and yet leave you all the richer for it.
  
 Featuring all-new stories by
  
 Joe Abercrombie • Daniel Abraham • David W. Ball • Paul Cornell • Bradley Denton • Phyllis Eisenstein • Gillian Flynn • Neil Gaiman • Matthew Hughes • Joe R. Lansdale • Scott Lynch • Garth Nix • Cherie Priest • Patrick Rothfuss • Steven Saylor • Michael Swanwick • Lisa Tuttle • Carrie Vaughn • Walter Jon Williams • Connie Willis
  
 And an Introduction by George R. R. Martin!

Praise for Rogues
  
 “Not a single bad story in the bunch . . . The table of contents alone will make fans from all genre aisles salivate.”—Library Journal",English,USA,832,http://openlibrary.org/isbn/9781101636459-S.jpg,Bantam,2014-06-17
9781646590797,That Time I got Reincarnated as a Slime 11,Story by FUSE,"Comics &amp, Graphic Novels , Manga , General","Mikami’s middle age hasn’t gone as he planned: He never found a girlfriend, he got stuck in a dead-end job, and he was abruptly stabbed to death in the street at 37. So when he wakes up in a new world straight out of a fantasy RPG, he’s disappointed but not exactly surprised to find that he’s facing down a dragon, not as a knight or a wizard but as a blind slime demon. But there are chances for even a slime to become a hero…",English,USA,208,http://openlibrary.org/isbn/9781101636459-S.jpg,Kodansha America LLC,2019-10-15
9780679603856,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"Business &amp, Economics , Organizational Behavior","NEW YORK TIMES BESTSELLER • This instant classic explores how we can change our lives by changing our habits.

 NAMED ONE OF THE BEST BOOKS OF THE YEAR BY The Wall Street Journal • Financial Times
 
In The Power of Habit, award-winning business reporter Charles Duhigg takes us to the thrilling edge of scientific discoveries that explain why habits exist and how they can be changed. Distilling vast amounts of information into engrossing narratives that take us from the boardrooms of Procter & Gamble to the sidelines of the NFL to the front lines of the civil rights movement, Duhigg presents a whole new understanding of human nature and its potential. At its core, The Power of Habit contains an exhilarating argument: The key to exercising regularly, losing weight, being more productive, and achieving success is understanding how habits work. As Duhigg shows, by harnessing this new science, we can transform our businesses, our communities, and our lives.

With a new Afterword by the author
  
 “Sharp, provocative, and useful.”—Jim Collins
  
 “Few [books] become essential manuals for business and living. The Power of Habit is an exception. Charles Duhigg not only explains how habits are formed but how to kick bad ones and hang on to the good.”—Financial Times
  
 “A flat-out great read.”—David Allen, bestselling author of Getting Things Done: The Art of Stress-Free Productivity
  
 “You’ll never look at yourself, your organization, or your world quite the same way.”—Daniel H. Pink, bestselling author of Drive and A Whole New Mind
  
 “Entertaining . . . enjoyable . . . fascinating . . . a serious look at the science of habit formation and change.”—The New York Times Book Review",English,USA,416,http://openlibrary.org/isbn/9781101636459-S.jpg,Random House,2012-02-28
9781473211551,Sword of Destiny: Witcher 2: Tales of the Witcher,Andrzej Sapkowski,"Fiction , Fantasy , Action &amp, Adventure","Geralt is a witcher, a man whose magic powers, enhanced by long training and a mysterious elixir, have made him a brilliant fighter and a merciless assassin. Yet he is no ordinary murderer: his targets are the multifarious monsters and vile fiends that ravage the land and attack the innocent. He roams the country seeking assignments, but gradually comes to realise that while some of his quarry are unremittingly vile, vicious grotesques, others are the victims of sin, evil or simple naivety.In this collection of short stories, following the adventures of the hit collection THE LAST WISH, join Geralt as he battles monsters, demons and prejudices alike . . .",English,UK,400,http://openlibrary.org/isbn/9781101636459-S.jpg,Hachette UK,2015-05-21
9781789460148,You'll Never See Daylight Again,Michaella McCollum,none,"Michaella was just a regular girl, spending the summer working at a bar in Ibiza, until she was approached by a man who asked her if she'd like to make some quick, easy money...and her decision would change her life forever. Her image was broadcast all over the world, as half of the infamous Peru Two, after she was caught and imprisoned for attempting to smuggle 11kg of cocaine from Peru to Madrid. You'll Never See Daylight is the gritty true story of Michaella's time in a Peruvian prison - recounting tales of vicious guards, psychotic inmates and horrendous prison conditions - and the struggles she faced as she attempted to rebuild her life among such scandal and notoriety.
 
 You'll Never See Daylight is a brilliantly affecting and redemptive tale of a naïve young girl who comes of age in the dark heart of Peru.",English,UK,476,http://openlibrary.org/isbn/9781101636459-S.jpg,Kings Road Publishing,2019-10-31
9781640294127,Watching (The Making of Riley Paige—Book 1),Blake Pierce,none,"“A masterpiece of thriller and mystery! The author did a magnificent job developing characters with a psychological side that is so well described that we feel inside their minds, follow their fears and cheer for their success. The plot is very intelligent and will keep you entertained throughout the book. Full of twists, this book will keep you awake until the turn of the last page.” --Books and Movie Reviews, Roberto Mattos (re Once Gone) 
 WATCHING (The Making of Riley Paige—Book One) is book #1 in a new psychological thriller series by #1 bestselling author Blake Pierce, whose  free bestseller Once Gone (Book #1) has received over 1,000 five star reviews.
 22 year old psychology major—and aspiring FBI agent—Riley Paige finds herself in a battle for her life as her closest friends on campus are abducted and killed by a serial killer. She senses that she, too, is being targeted—and that if she is to survive, she must apply her brilliant mind to stop the killer herself.
 When the FBI hits a dead end, they are impressed enough by Riley’s keen insight into the killer’s mind to allow her to help. Yet the killer’s mind is a dark, twisted place, one too diabolical to make sense of, and one that threatens to bring Riley’s fragile psyche crashing down. In this deadly game of cat and mouse, can Riley survive unscarred?
 An action-packed thriller with heart-pounding suspense, WATCHING is book #1 in a riveting new series that will leave you turning pages late into the night. It takes readers back 20 plus years—to how Riley’s career began—and is the perfect complement to the ONCE GONE series (A Riley Paige Mystery), which includes 13 books and counting.
 Book #2 in THE MAKING OF RILEY PAIGE series is also now available!",English,USA,250,http://openlibrary.org/isbn/9781101636459-S.jpg,Blake Pierce,2018-05-15
9780553897845,A Game of Thrones: A Song of Ice and Fire: Book One,George R. R. Martin,"Fiction , Action &amp, Adventure","NOW THE ACCLAIMED HBO SERIES GAME OF THRONES—THE MASTERPIECE THAT BECAME A CULTURAL PHENOMENON
 
Winter is coming. Such is the stern motto of House Stark, the northernmost of the fiefdoms that owe allegiance to King Robert Baratheon in far-off King’s Landing. There Eddard Stark of Winterfell rules in Robert’s name. There his family dwells in peace and comfort: his proud wife, Catelyn; his sons Robb, Brandon, and Rickon; his daughters Sansa and Arya; and his bastard son, Jon Snow. Far to the north, behind the towering Wall, lie savage Wildings and worse—unnatural things relegated to myth during the centuries-long summer, but proving all too real and all too deadly in the turning of the season.
 
Yet a more immediate threat lurks to the south, where Jon Arryn, the Hand of the King, has died under mysterious circumstances. Now Robert is riding north to Winterfell, bringing his queen, the lovely but cold Cersei, his son, the cruel, vainglorious Prince Joffrey, and the queen’s brothers Jaime and Tyrion of the powerful and wealthy House Lannister—the first a swordsman without equal, the second a dwarf whose stunted stature belies a brilliant mind. All are heading for Winterfell and a fateful encounter that will change the course of kingdoms.
 
Meanwhile, across the Narrow Sea, Prince Viserys, heir of the fallen House Targaryen, which once ruled all of Westeros, schemes to reclaim the throne with an army of barbarian Dothraki—whose loyalty he will purchase in the only coin left to him: his beautiful yet innocent sister, Daenerys.",English,USA,720,http://openlibrary.org/isbn/9781101636459-S.jpg,Bantam,2003-01-01
9780007463497,The Mysterious Affair at Styles,Agatha Christie,"Fiction , Thrillers , Military","Agatha Christie’s first ever murder mystery. Includes an introduction by Christie archivist John Curran, and the original unpublished courtroom chapter as an alternate ending to the novel. ‘Beware! Peril to the detective who says: “It is so small – it does not matter...” Everything matters.’ After the Great War, life can never be the same again. Wounds need healing, and the horror of violent death banished into memory. Captain Arthur Hastings is invited to the rolling country estate of Styles to recuperate from injuries sustained at the Front. It is the last place he expects to encounter murder. Fortunately he knows a former detective, a Belgian refugee, who has grown bored of retirement ... The first Hercule Poirot mystery, now published with a previously deleted chapter and introduced by Agatha Christie expert Dr John Curran.",English,UK,208,http://openlibrary.org/isbn/9781101636459-S.jpg,HarperCollins UK,2013-01-17
